"id_int,pclass_int,name_str,sex_str,age_int,sibsp_int,parch_int,ticket_str,fare_float,cabin_str,embarked_str,boat_str,body_int,home.dest_str,survived_int",
"228,1,Pears. Mrs. Thomas (Edith Wearne),female,22,1,0,113776,66.6,C2,S,8,?,Isleworth. England,1",
"229,1,Penasco y Castellana. Mr. Victor de Satode,male,18,1,0,PC 17758,108.9,C65,C,?,?,Madrid. Spain,0",
"230,1,Penasco y Castellana. Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo),female,17,1,0,PC 17758,108.9,C65,C,8,?,Madrid. Spain,1",
"231,1,Perreault. Miss. Anne,female,30,0,0,12749,93.5,B73,S,3,?,?,1",
"232,1,Peuchen. Major. Arthur Godfrey,male,52,0,0,113786,30.5,C104,S,6,?,Toronto. ON,1",
"233,1,Porter. Mr. Walter Chamberlain,male,47,0,0,110465,52,C110,S,?,207,Worcester. MA,0",
"234,1,Potter. Mrs. Thomas Jr (Lily Alexenia Wilson),female,56,0,1,11767,83.1583,C50,C,7,?,Mt Airy. Philadelphia. PA,1",
"235,1,Reuchlin. Jonkheer. John George,male,38,0,0,19972,0,?,S,?,?,Rotterdam. Netherlands,0",
"236,1,Rheims. Mr. George Alexander Lucien,male,?,0,0,PC 17607,39.6,?,S,A,?,Paris /  New York. NY,1",
"237,1,Ringhini. Mr. Sante,male,22,0,0,PC 17760,135.6333,?,C,?,232,?,0",
"238,1,Robbins. Mr. Victor,male,?,0,0,PC 17757,227.525,?,C,?,?,?,0",
"239,1,Robert. Mrs. Edward Scott (Elisabeth Walton McMillan),female,43,0,1,24160,211.3375,B3,S,2,?,St Louis. MO,1",
"240,1,Roebling. Mr. Washington Augustus II,male,31,0,0,PC 17590,50.4958,A24,S,?,?,Trenton. NJ,0",
"241,1,Romaine. Mr. Charles Hallace ('Mr C Rolmane'),male,45,0,0,111428,26.55,?,S,9,?,New York. NY,1",
"242,1,Rood. Mr. Hugh Roscoe,male,?,0,0,113767,50,A32,S,?,?,Seattle. WA,0",
"243,1,Rosenbaum. Miss. Edith Louise,female,33,0,0,PC 17613,27.7208,A11,C,11,?,Paris. France,1",
"244,1,Rosenshine. Mr. George ('Mr George Thorne'),male,46,0,0,PC 17585,79.2,?,C,?,16,New York. NY,0",
"245,1,Ross. Mr. John Hugo,male,36,0,0,13049,40.125,A10,C,?,?,Winnipeg. MB,0",
"246,1,Rothes. the Countess. of (Lucy Noel Martha Dyer-Edwards),female,33,0,0,110152,86.5,B77,S,8,?,London  Vancouver. BC,1",
"247,1,Rothschild. Mr. Martin,male,55,1,0,PC 17603,59.4,?,C,?,?,New York. NY,0",
"248,1,Rothschild. Mrs. Martin (Elizabeth L. Barrett),female,54,1,0,PC 17603,59.4,?,C,6,?,New York. NY,1",
"249,1,Rowe. Mr. Alfred G,male,33,0,0,113790,26.55,?,S,?,109,London,0",
"250,1,Ryerson. Master. John Borie,male,13,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,?,Haverford. PA / Cooperstown. NY,1",
"251,1,Ryerson. Miss. Emily Borie,female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,?,Haverford. PA / Cooperstown. NY,1",
"252,1,Ryerson. Miss. Susan Parker 'Suzette',female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,?,Haverford. PA / Cooperstown. NY,1",
"253,1,Ryerson. Mr. Arthur Larned,male,61,1,3,PC 17608,262.375,B57 B59 B63 B66,C,?,?,Haverford. PA / Cooperstown. NY,0",
"254,1,Ryerson. Mrs. Arthur Larned (Emily Maria Borie),female,48,1,3,PC 17608,262.375,B57 B59 B63 B66,C,4,?,Haverford. PA / Cooperstown. NY,1",
"255,1,Saalfeld. Mr. Adolphe,male,?,0,0,19988,30.5,C106,S,3,?,Manchester. England,1",
"256,1,Sagesser. Mlle. Emma,female,24,0,0,PC 17477,69.3,B35,C,9,?,?,1",
"257,1,Salomon. Mr. Abraham L,male,?,0,0,111163,26,?,S,1,?,New York. NY,1",
"258,1,Schabert. Mrs. Paul (Emma Mock),female,35,1,0,13236,57.75,C28,C,11,?,New York. NY,1",
"259,1,Serepeca. Miss. Augusta,female,30,0,0,113798,31,?,C,4,?,?,1",
"260,1,Seward. Mr. Frederic Kimber,male,34,0,0,113794,26.55,?,S,7,?,New York. NY,1",
"261,1,Shutes. Miss. Elizabeth W,female,40,0,0,PC 17582,153.4625,C125,S,3,?,New York. NY / Greenwich CT,1",
"262,1,Silverthorne. Mr. Spencer Victor,male,35,0,0,PC 17475,26.2875,E24,S,5,?,St Louis. MO,1",
"263,1,Silvey. Mr. William Baird,male,50,1,0,13507,55.9,E44,S,?,?,Duluth. MN,0",
"264,1,Silvey. Mrs. William Baird (Alice Munger),female,39,1,0,13507,55.9,E44,S,11,?,Duluth. MN,1",
"265,1,Simonius-Blumer. Col. Oberst Alfons,male,56,0,0,13213,35.5,A26,C,3,?,Basel. Switzerland,1",
"266,1,Sloper. Mr. William Thompson,male,28,0,0,113788,35.5,A6,S,7,?,New Britain. CT,1",
"267,1,Smart. Mr. John Montgomery,male,56,0,0,113792,26.55,?,S,?,?,New York. NY,0",
"268,1,Smith. Mr. James Clinch,male,56,0,0,17764,30.6958,A7,C,?,?,St James. Long Island. NY,0",
"269,1,Smith. Mr. Lucien Philip,male,24,1,0,13695,60,C31,S,?,?,Huntington. WV,0",
"270,1,Smith. Mr. Richard William,male,?,0,0,113056,26,A19,S,?,?,Streatham. Surrey,0",
"271,1,Smith. Mrs. Lucien Philip (Mary Eloise Hughes),female,18,1,0,13695,60,C31,S,6,?,Huntington. WV,1",
"272,1,Snyder. Mr. John Pillsbury,male,24,1,0,21228,82.2667,B45,S,7,?,Minneapolis. MN,1",
"273,1,Snyder. Mrs. John Pillsbury (Nelle Stevenson),female,23,1,0,21228,82.2667,B45,S,7,?,Minneapolis. MN,1",
"274,1,Spedden. Master. Robert Douglas,male,6,0,2,16966,134.5,E34,C,3,?,Tuxedo Park. NY,1",
"275,1,Spedden. Mr. Frederic Oakley,male,45,1,1,16966,134.5,E34,C,3,?,Tuxedo Park. NY,1",
"276,1,Spedden. Mrs. Frederic Oakley (Margaretta Corning Stone),female,40,1,1,16966,134.5,E34,C,3,?,Tuxedo Park. NY,1",
"277,1,Spencer. Mr. William Augustus,male,57,1,0,PC 17569,146.5208,B78,C,?,?,Paris. France,0",
"278,1,Spencer. Mrs. William Augustus (Marie Eugenie),female,?,1,0,PC 17569,146.5208,B78,C,6,?,Paris. France,1",
"279,1,Stahelin-Maeglin. Dr. Max,male,32,0,0,13214,30.5,B50,C,3,?,Basel. Switzerland,1",
"280,1,Stead. Mr. William Thomas,male,62,0,0,113514,26.55,C87,S,?,?,Wimbledon Park. London / Hayling Island. Hants,0",
"281,1,Stengel. Mr. Charles Emil Henry,male,54,1,0,11778,55.4417,C116,C,1,?,Newark. NJ,1",
"282,1,Stengel. Mrs. Charles Emil Henry (Annie May Morris),female,43,1,0,11778,55.4417,C116,C,5,?,Newark. NJ,1",
"283,1,Stephenson. Mrs. Walter Bertram (Martha Eustis),female,52,1,0,36947,78.2667,D20,C,4,?,Haverford. PA,1",
"284,1,Stewart. Mr. Albert A,male,?,0,0,PC 17605,27.7208,?,C,?,?,Gallipolis. Ohio / ? Paris / New York,0",
"285,1,Stone. Mrs. George Nelson (Martha Evelyn),female,62,0,0,113572,80,B28,?,6,?,Cincinatti. OH,1",
"286,1,Straus. Mr. Isidor,male,67,1,0,PC 17483,221.7792,C55 C57,S,?,96,New York. NY,0",
"287,1,Straus. Mrs. Isidor (Rosalie Ida Blun),female,63,1,0,PC 17483,221.7792,C55 C57,S,?,?,New York. NY,0",
"288,1,Sutton. Mr. Frederick,male,61,0,0,36963,32.3208,D50,S,?,46,Haddenfield. NJ,0",
"289,1,Swift. Mrs. Frederick Joel (Margaret Welles Barron),female,48,0,0,17466,25.9292,D17,S,8,?,Brooklyn. NY,1",
"290,1,Taussig. Miss. Ruth,female,18,0,2,110413,79.65,E68,S,8,?,New York. NY,1",
"291,1,Taussig. Mr. Emil,male,52,1,1,110413,79.65,E67,S,?,?,New York. NY,0",
"292,1,Taussig. Mrs. Emil (Tillie Mandelbaum),female,39,1,1,110413,79.65,E67,S,8,?,New York. NY,1",
"293,1,Taylor. Mr. Elmer Zebley,male,48,1,0,19996,52,C126,S,5 7,?,London /  East Orange. NJ,1",
"294,1,Taylor. Mrs. Elmer Zebley (Juliet Cummins Wright),female,?,1,0,19996,52,C126,S,5 7,?,London /  East Orange. NJ,1",
"295,1,Thayer. Mr. John Borland,male,49,1,1,17421,110.8833,C68,C,?,?,Haverford. PA,0",
"296,1,Thayer. Mr. John Borland Jr,male,17,0,2,17421,110.8833,C70,C,B,?,Haverford. PA,1",
"297,1,Thayer. Mrs. John Borland (Marian Longstreth Morris),female,39,1,1,17421,110.8833,C68,C,4,?,Haverford. PA,1",
"298,1,Thorne. Mrs. Gertrude Maybelle,female,?,0,0,PC 17585,79.2,?,C,D,?,New York. NY,1",
"299,1,Tucker. Mr. Gilbert Milligan Jr,male,31,0,0,2543,28.5375,C53,C,7,?,Albany. NY,1",
"300,1,Uruchurtu. Don. Manuel E,male,40,0,0,PC 17601,27.7208,?,C,?,?,Mexico City. Mexico,0",
"301,1,Van der hoef. Mr. Wyckoff,male,61,0,0,111240,33.5,B19,S,?,245,Brooklyn. NY,0",
"302,1,Walker. Mr. William Anderson,male,47,0,0,36967,34.0208,D46,S,?,?,East Orange. NJ,0",
"303,1,Ward. Miss. Anna,female,35,0,0,PC 17755,512.3292,?,C,3,?,?,1",
"304,1,Warren. Mr. Frank Manley,male,64,1,0,110813,75.25,D37,C,?,?,Portland. OR,0",
"305,1,Warren. Mrs. Frank Manley (Anna Sophia Atkinson),female,60,1,0,110813,75.25,D37,C,5,?,Portland. OR,1",
"306,1,Weir. Col. John,male,60,0,0,113800,26.55,?,S,?,?,England Salt Lake City. Utah,0",
"307,1,White. Mr. Percival Wayland,male,54,0,1,35281,77.2875,D26,S,?,?,Brunswick. ME,0",
"308,1,White. Mr. Richard Frasar,male,21,0,1,35281,77.2875,D26,S,?,169,Brunswick. ME,0",
"309,1,White. Mrs. John Stuart (Ella Holmes),female,55,0,0,PC 17760,135.6333,C32,C,8,?,New York. NY / Briarcliff Manor NY,1",
"310,1,Wick. Miss. Mary Natalie,female,31,0,2,36928,164.8667,C7,S,8,?,Youngstown. OH,1",
"311,1,Wick. Mr. George Dennick,male,57,1,1,36928,164.8667,?,S,?,?,Youngstown. OH,0",
"312,1,Wick. Mrs. George Dennick (Mary Hitchcock),female,45,1,1,36928,164.8667,?,S,8,?,Youngstown. OH,1",
"313,1,Widener. Mr. George Dunton,male,50,1,1,113503,211.5,C80,C,?,?,Elkins Park. PA,0",
"314,1,Widener. Mr. Harry Elkins,male,27,0,2,113503,211.5,C82,C,?,?,Elkins Park. PA,0",
"315,1,Widener. Mrs. George Dunton (Eleanor Elkins),female,50,1,1,113503,211.5,C80,C,4,?,Elkins Park. PA,1",
"316,1,Willard. Miss. Constance,female,21,0,0,113795,26.55,?,S,8 10,?,Duluth. MN,1",
"317,1,Williams. Mr. Charles Duane,male,51,0,1,PC 17597,61.3792,?,C,?,?,Geneva. Switzerland / Radnor. PA,0",
"318,1,Williams. Mr. Richard Norris II,male,21,0,1,PC 17597,61.3792,?,C,A,?,Geneva. Switzerland / Radnor. PA,1",
"319,1,Williams-Lambert. Mr. Fletcher Fellows,male,?,0,0,113510,35,C128,S,?,?,London. England,0",
"320,1,Wilson. Miss. Helen Alice,female,31,0,0,16966,134.5,E39 E41,C,3,?,?,1",
"321,1,Woolner. Mr. Hugh,male,?,0,0,19947,35.5,C52,S,D,?,London. England,1",
"322,1,Wright. Mr. George,male,62,0,0,113807,26.55,?,S,?,?,Halifax. NS,0",
"323,1,Young. Miss. Marie Grice,female,36,0,0,PC 17760,135.6333,C32,C,8,?,New York. NY / Washington. DC,1",
"324,2,Abelson. Mr. Samuel,male,30,1,0,P/PP 3381,24,?,C,?,?,Russia New York. NY,0",
"325,2,Abelson. Mrs. Samuel (Hannah Wizosky),female,28,1,0,P/PP 3381,24,?,C,10,?,Russia New York. NY,1",
"326,2,Aldworth. Mr. Charles Augustus,male,30,0,0,248744,13,?,S,?,?,Bryn Mawr. PA. USA,0",
"327,2,Andrew. Mr. Edgardo Samuel,male,18,0,0,231945,11.5,?,S,?,?,Buenos Aires. Argentina / New Jersey. NJ,0",
"328,2,Andrew. Mr. Frank Thomas,male,25,0,0,C.A. 34050,10.5,?,S,?,?,Cornwall. England Houghton. MI,0",
"329,2,Angle. Mr. William A,male,34,1,0,226875,26,?,S,?,?,Warwick. England,0",
"330,2,Angle. Mrs. William A (Florence 'Mary' Agnes Hughes),female,36,1,0,226875,26,?,S,11,?,Warwick. England,1",
"331,2,Ashby. Mr. John,male,57,0,0,244346,13,?,S,?,?,West Hoboken. NJ,0",
"332,2,Bailey. Mr. Percy Andrew,male,18,0,0,29108,11.5,?,S,?,?,Penzance. Cornwall / Akron. OH,0",
"333,2,Baimbrigge. Mr. Charles Robert,male,23,0,0,C.A. 31030,10.5,?,S,?,?,Guernsey,0",
"334,2,Ball. Mrs. (Ada E Hall),female,36,0,0,28551,13,D,S,10,?,Bristol. Avon / Jacksonville. FL,1",
"335,2,Banfield. Mr. Frederick James,male,28,0,0,C.A./SOTON 34068,10.5,?,S,?,?,Plymouth. Dorset / Houghton. MI,0",
"336,2,Bateman. Rev. Robert James,male,51,0,0,S.O.P. 1166,12.525,?,S,?,174,Jacksonville. FL,0",
"337,2,Beane. Mr. Edward,male,32,1,0,2908,26,?,S,13,?,Norwich / New York. NY,1",
"338,2,Beane. Mrs. Edward (Ethel Clarke),female,19,1,0,2908,26,?,S,13,?,Norwich / New York. NY,1",
"339,2,Beauchamp. Mr. Henry James,male,28,0,0,244358,26,?,S,?,?,England,0",
"340,2,Becker. Master. Richard F,male,1,2,1,230136,39,F4,S,11,?,Guntur. India / Benton Harbour. MI,1",
"341,2,Becker. Miss. Marion Louise,female,4,2,1,230136,39,F4,S,11,?,Guntur. India / Benton Harbour. MI,1",
"342,2,Becker. Miss. Ruth Elizabeth,female,12,2,1,230136,39,F4,S,13,?,Guntur. India / Benton Harbour. MI,1",
"343,2,Becker. Mrs. Allen Oliver (Nellie E Baumgardner),female,36,0,3,230136,39,F4,S,11,?,Guntur. India / Benton Harbour. MI,1",
"344,2,Beesley. Mr. Lawrence,male,34,0,0,248698,13,D56,S,13,?,London,1",
"345,2,Bentham. Miss. Lilian W,female,19,0,0,28404,13,?,S,12,?,Rochester. NY,1",
"346,2,Berriman. Mr. William John,male,23,0,0,28425,13,?,S,?,?,St Ives. Cornwall / Calumet. MI,0",
"347,2,Botsford. Mr. William Hull,male,26,0,0,237670,13,?,S,?,?,Elmira. NY / Orange. NJ,0",
"348,2,Bowenur. Mr. Solomon,male,42,0,0,211535,13,?,S,?,?,London,0",
"349,2,Bracken. Mr. James H,male,27,0,0,220367,13,?,S,?,?,Lake Arthur. Chavez County. NM,0",
"350,2,Brown. Miss. Amelia 'Mildred',female,24,0,0,248733,13,F33,S,11,?,London / Montreal. PQ,1",
"351,2,Brown. Miss. Edith Eileen,female,15,0,2,29750,39,?,S,14,?,Cape Town. South Africa / Seattle. WA,1",
"352,2,Brown. Mr. Thomas William Solomon,male,60,1,1,29750,39,?,S,?,?,Cape Town. South Africa / Seattle. WA,0",
"353,2,Brown. Mrs. Thomas William Solomon (Elizabeth Catherine Ford),female,40,1,1,29750,39,?,S,14,?,Cape Town. South Africa / Seattle. WA,1",
"354,2,Bryhl. Miss. Dagmar Jenny Ingeborg,female,20,1,0,236853,26,?,S,12,?,Skara. Sweden / Rockford. IL,1",
"355,2,Bryhl. Mr. Kurt Arnold Gottfrid,male,25,1,0,236853,26,?,S,?,?,Skara. Sweden / Rockford. IL,0",
"356,2,Buss. Miss. Kate,female,36,0,0,27849,13,?,S,9,?,Sittingbourne. England / San Diego. CA,1",
"357,2,Butler. Mr. Reginald Fenton,male,25,0,0,234686,13,?,S,?,97,Southsea. Hants,0",
"358,2,Byles. Rev. Thomas Roussel Davids,male,42,0,0,244310,13,?,S,?,?,London,0",
"359,2,Bystrom. Mrs. (Karolina),female,42,0,0,236852,13,?,S,?,?,New York. NY,1",
"360,2,Caldwell. Master. Alden Gates,male,0.8333,0,2,248738,29,?,S,13,?,Bangkok. Thailand / Roseville. IL,1",
"361,2,Caldwell. Mr. Albert Francis,male,26,1,1,248738,29,?,S,13,?,Bangkok. Thailand / Roseville. IL,1",
"362,2,Caldwell. Mrs. Albert Francis (Sylvia Mae Harbaugh),female,22,1,1,248738,29,?,S,13,?,Bangkok. Thailand / Roseville. IL,1",
"363,2,Cameron. Miss. Clear Annie,female,35,0,0,F.C.C. 13528,21,?,S,14,?,Mamaroneck. NY,1",
"364,2,Campbell. Mr. William,male,?,0,0,239853,0,?,S,?,?,Belfast,0",
"365,2,Carbines. Mr. William,male,19,0,0,28424,13,?,S,?,18,St Ives. Cornwall / Calumet. MI,0",
"366,2,Carter. Mrs. Ernest Courtenay (Lilian Hughes),female,44,1,0,244252,26,?,S,?,?,London,0",
"367,2,Carter. Rev. Ernest Courtenay,male,54,1,0,244252,26,?,S,?,?,London,0",
"368,2,Chapman. Mr. Charles Henry,male,52,0,0,248731,13.5,?,S,?,130,Bronx. NY,0",
"369,2,Chapman. Mr. John Henry,male,37,1,0,SC/AH 29037,26,?,S,?,17,Cornwall / Spokane. WA,0",
"370,2,Chapman. Mrs. John Henry (Sara Elizabeth Lawry),female,29,1,0,SC/AH 29037,26,?,S,?,?,Cornwall / Spokane. WA,0",
"371,2,Christy. Miss. Julie Rachel,female,25,1,1,237789,30,?,S,12,?,London,1",
"372,2,Christy. Mrs. (Alice Frances),female,45,0,2,237789,30,?,S,12,?,London,1",
"373,2,Clarke. Mr. Charles Valentine,male,29,1,0,2003,26,?,S,?,?,England / San Francisco. CA,0",
"374,2,Clarke. Mrs. Charles V (Ada Maria Winfield),female,28,1,0,2003,26,?,S,14,?,England / San Francisco. CA,1",
"375,2,Coleridge. Mr. Reginald Charles,male,29,0,0,W./C. 14263,10.5,?,S,?,?,Hartford. Huntingdonshire,0",
"376,2,Collander. Mr. Erik Gustaf,male,28,0,0,248740,13,?,S,?,?,Helsinki. Finland Ashtabula. Ohio,0",
"377,2,Collett. Mr. Sidney C Stuart,male,24,0,0,28034,10.5,?,S,9,?,London / Fort Byron. NY,1",
"378,2,Collyer. Miss. Marjorie 'Lottie',female,8,0,2,C.A. 31921,26.25,?,S,14,?,Bishopstoke. Hants / Fayette Valley. ID,1",
"379,2,Collyer. Mr. Harvey,male,31,1,1,C.A. 31921,26.25,?,S,?,?,Bishopstoke. Hants / Fayette Valley. ID,0",
"380,2,Collyer. Mrs. Harvey (Charlotte Annie Tate),female,31,1,1,C.A. 31921,26.25,?,S,14,?,Bishopstoke. Hants / Fayette Valley. ID,1",
"381,2,Cook. Mrs. (Selena Rogers),female,22,0,0,W./C. 14266,10.5,F33,S,14,?,Pennsylvania,1",
"382,2,Corbett. Mrs. Walter H (Irene Colvin),female,30,0,0,237249,13,?,S,?,?,Provo. UT,0",
"383,2,Corey. Mrs. Percy C (Mary Phyllis Elizabeth Miller),female,?,0,0,F.C.C. 13534,21,?,S,?,?,Upper Burma. India Pittsburgh. PA,0",
"384,2,Cotterill. Mr. Henry 'Harry',male,21,0,0,29107,11.5,?,S,?,?,Penzance. Cornwall / Akron. OH,0",
"385,2,Cunningham. Mr. Alfred Fleming,male,?,0,0,239853,0,?,S,?,?,Belfast,0",
"386,2,Davies. Master. John Morgan Jr,male,8,1,1,C.A. 33112,36.75,?,S,14,?,St Ives. Cornwall / Hancock. MI,1",
"387,2,Davies. Mr. Charles Henry,male,18,0,0,S.O.C. 14879,73.5,?,S,?,?,Lyndhurst. England,0",
"388,2,Davies. Mrs. John Morgan (Elizabeth Agnes Mary White),female,48,0,2,C.A. 33112,36.75,?,S,14,?,St Ives. Cornwall / Hancock. MI,1",
"389,2,Davis. Miss. Mary,female,28,0,0,237668,13,?,S,13,?,London / Staten Island. NY,1",
"390,2,de Brito. Mr. Jose Joaquim,male,32,0,0,244360,13,?,S,?,?,Portugal / Sau Paulo. Brazil,0",
"391,2,Deacon. Mr. Percy William,male,17,0,0,S.O.C. 14879,73.5,?,S,?,?,?,0",
"392,2,del Carlo. Mr. Sebastiano,male,29,1,0,SC/PARIS 2167,27.7208,?,C,?,295,Lucca. Italy / California,0",
"393,2,del Carlo. Mrs. Sebastiano (Argenia Genovesi),female,24,1,0,SC/PARIS 2167,27.7208,?,C,12,?,Lucca. Italy / California,1",
"394,2,Denbury. Mr. Herbert,male,25,0,0,C.A. 31029,31.5,?,S,?,?,Guernsey / Elizabeth. NJ,0",
"395,2,Dibden. Mr. William,male,18,0,0,S.O.C. 14879,73.5,?,S,?,?,New Forest. England,0",
"396,2,Doling. Miss. Elsie,female,18,0,1,231919,23,?,S,?,?,Southampton,1",
"397,2,Doling. Mrs. John T (Ada Julia Bone),female,34,0,1,231919,23,?,S,?,?,Southampton,1",
"398,2,Downton. Mr. William James,male,54,0,0,28403,26,?,S,?,?,Holley. NY,0",
"399,2,Drew. Master. Marshall Brines,male,8,0,2,28220,32.5,?,S,10,?,Greenport. NY,1",
"400,2,Drew. Mr. James Vivian,male,42,1,1,28220,32.5,?,S,?,?,Greenport. NY,0",
"401,2,Drew. Mrs. James Vivian (Lulu Thorne Christian),female,34,1,1,28220,32.5,?,S,10,?,Greenport. NY,1",
"402,2,Duran y More. Miss. Asuncion,female,27,1,0,SC/PARIS 2149,13.8583,?,C,12,?,Barcelona. Spain / Havana. Cuba,1",
"403,2,Duran y More. Miss. Florentina,female,30,1,0,SC/PARIS 2148,13.8583,?,C,12,?,Barcelona. Spain / Havana. Cuba,1",
"404,2,Eitemiller. Mr. George Floyd,male,23,0,0,29751,13,?,S,?,?,England / Detroit. MI,0",
"405,2,Enander. Mr. Ingvar,male,21,0,0,236854,13,?,S,?,?,Goteborg. Sweden / Rockford. IL,0",
"406,2,Fahlstrom. Mr. Arne Jonas,male,18,0,0,236171,13,?,S,?,?,Oslo. Norway Bayonne. NJ,0",
"407,2,Faunthorpe. Mr. Harry,male,40,1,0,2926,26,?,S,?,286,England / Philadelphia. PA,0",
"408,2,Faunthorpe. Mrs. Lizzie (Elizabeth Anne Wilkinson),female,29,1,0,2926,26,?,S,16,?,?,1",
"409,2,Fillbrook. Mr. Joseph Charles,male,18,0,0,C.A. 15185,10.5,?,S,?,?,Cornwall / Houghton. MI,0",
"410,2,Fox. Mr. Stanley Hubert,male,36,0,0,229236,13,?,S,?,236,Rochester. NY,0",
"411,2,Frost. Mr. Anthony Wood 'Archie',male,?,0,0,239854,0,?,S,?,?,Belfast,0",
"412,2,Funk. Miss. Annie Clemmer,female,38,0,0,237671,13,?,S,?,?,Janjgir. India / Pennsylvania,0",
"413,2,Fynney. Mr. Joseph J,male,35,0,0,239865,26,?,S,?,322,Liverpool / Montreal. PQ,0",
"414,2,Gale. Mr. Harry,male,38,1,0,28664,21,?,S,?,?,Cornwall / Clear Creek. CO,0",
"415,2,Gale. Mr. Shadrach,male,34,1,0,28664,21,?,S,?,?,Cornwall / Clear Creek. CO,0",
"416,2,Garside. Miss. Ethel,female,34,0,0,243880,13,?,S,12,?,Brooklyn. NY,1",
"417,2,Gaskell. Mr. Alfred,male,16,0,0,239865,26,?,S,?,?,Liverpool / Montreal. PQ,0",
"418,2,Gavey. Mr. Lawrence,male,26,0,0,31028,10.5,?,S,?,?,Guernsey / Elizabeth. NJ,0",
"419,2,Gilbert. Mr. William,male,47,0,0,C.A. 30769,10.5,?,S,?,?,Cornwall,0",
"420,2,Giles. Mr. Edgar,male,21,1,0,28133,11.5,?,S,?,?,Cornwall / Camden. NJ,0",
"421,2,Giles. Mr. Frederick Edward,male,21,1,0,28134,11.5,?,S,?,?,Cornwall / Camden. NJ,0",
"422,2,Giles. Mr. Ralph,male,24,0,0,248726,13.5,?,S,?,297,West Kensington. London,0",
"423,2,Gill. Mr. John William,male,24,0,0,233866,13,?,S,?,155,Clevedon. England,0",
"424,2,Gillespie. Mr. William Henry,male,34,0,0,12233,13,?,S,?,?,Vancouver. BC,0",
"425,2,Givard. Mr. Hans Kristensen,male,30,0,0,250646,13,?,S,?,305,?,0",
"426,2,Greenberg. Mr. Samuel,male,52,0,0,250647,13,?,S,?,19,Bronx. NY,0",
"427,2,Hale. Mr. Reginald,male,30,0,0,250653,13,?,S,?,75,Auburn. NY,0",
"428,2,Hamalainen. Master. Viljo,male,0.6667,1,1,250649,14.5,?,S,4,?,Detroit. MI,1",
"429,2,Hamalainen. Mrs. William (Anna),female,24,0,2,250649,14.5,?,S,4,?,Detroit. MI,1",
"430,2,Harbeck. Mr. William H,male,44,0,0,248746,13,?,S,?,35,Seattle. WA / Toledo. OH,0",
"431,2,Harper. Miss. Annie Jessie 'Nina',female,6,0,1,248727,33,?,S,11,?,Denmark Hill. Surrey / Chicago,1",
"432,2,Harper. Rev. John,male,28,0,1,248727,33,?,S,?,?,Denmark Hill. Surrey / Chicago,0",
"433,2,Harris. Mr. George,male,62,0,0,S.W./PP 752,10.5,?,S,15,?,London,1",
"434,2,Harris. Mr. Walter,male,30,0,0,W/C 14208,10.5,?,S,?,?,Walthamstow. England,0",
"435,2,Hart. Miss. Eva Miriam,female,7,0,2,F.C.C. 13529,26.25,?,S,14,?,Ilford. Essex / Winnipeg. MB,1",
"436,2,Hart. Mr. Benjamin,male,43,1,1,F.C.C. 13529,26.25,?,S,?,?,Ilford. Essex / Winnipeg. MB,0",
"437,2,Hart. Mrs. Benjamin (Esther Ada Bloomfield),female,45,1,1,F.C.C. 13529,26.25,?,S,14,?,Ilford. Essex / Winnipeg. MB,1",
"438,2,Herman. Miss. Alice,female,24,1,2,220845,65,?,S,9,?,Somerset / Bernardsville. NJ,1",
"439,2,Herman. Miss. Kate,female,24,1,2,220845,65,?,S,9,?,Somerset / Bernardsville. NJ,1",
"440,2,Herman. Mr. Samuel,male,49,1,2,220845,65,?,S,?,?,Somerset / Bernardsville. NJ,0",
"441,2,Herman. Mrs. Samuel (Jane Laver),female,48,1,2,220845,65,?,S,9,?,Somerset / Bernardsville. NJ,1",
"442,2,Hewlett. Mrs. (Mary D Kingcome),female,55,0,0,248706,16,?,S,13,?,India / Rapid City. SD,1",
"443,2,Hickman. Mr. Leonard Mark,male,24,2,0,S.O.C. 14879,73.5,?,S,?,?,West Hampstead. London / Neepawa. MB,0",
"444,2,Hickman. Mr. Lewis,male,32,2,0,S.O.C. 14879,73.5,?,S,?,256,West Hampstead. London / Neepawa. MB,0",
"445,2,Hickman. Mr. Stanley George,male,21,2,0,S.O.C. 14879,73.5,?,S,?,?,West Hampstead. London / Neepawa. MB,0",
"446,2,Hiltunen. Miss. Marta,female,18,1,1,250650,13,?,S,?,?,Kontiolahti. Finland / Detroit. MI,0",
"447,2,Hocking. Miss. Ellen 'Nellie',female,20,2,1,29105,23,?,S,4,?,Cornwall / Akron. OH,1",
"448,2,Hocking. Mr. Richard George,male,23,2,1,29104,11.5,?,S,?,?,Cornwall / Akron. OH,0",
"449,2,Hocking. Mr. Samuel James Metcalfe,male,36,0,0,242963,13,?,S,?,?,Devonport. England,0",
"450,2,Hocking. Mrs. Elizabeth (Eliza Needs),female,54,1,3,29105,23,?,S,4,?,Cornwall / Akron. OH,1",
"451,2,Hodges. Mr. Henry Price,male,50,0,0,250643,13,?,S,?,149,Southampton,0",
"452,2,Hold. Mr. Stephen,male,44,1,0,26707,26,?,S,?,?,England / Sacramento. CA,0",
